date,device,failure,Air_Temp_K,Process_Temp_K,Rotational_Speed,Torque,Tool_Wear,Pressure,Vibration,Voltage,Current
2015-01-01,S1F01085,0,215.630672,5.5e-05,0,52,6,407438,0,0,7
2015-01-01,W1F0Y13C,0,234.31864,0.0,0,0,4,185772,0,0,3
2015-01-01,W1F0XKWR,0,89.660704,0.0,0,0,7,30,0,0,0
2015-01-01,W1F0X7QX,0,162.013456,0.0,0,0,12,217686,0,0,0
2015-01-01,W1F0X7PR,0,13.138392,0.0,0,0,9,191343,0,0,0
2015-01-01,W1F0X7P2,0,33.224832,0.0,0,0,13,216960,0,0,0
2015-01-01,W1F0X711,0,18.538632,0.0,0,0,15,217590,0,0,0
2015-01-01,W1F0Y2PY,0,132.03308,0.0,0,0,5,182050,0,0,0
2015-01-01,W1F0X70N,0,165.583552,0.0,0,0,13,186288,0,0,0
2015-01-01,W1F0X6V0,0,175.03132,0.0,0,0,11,213515,0,0,0
2015-01-01,W1F0X6TM,0,214.65084,0.0,0,0,7,198541,0,0,5
2015-01-01,W1F0X6SQ,0,9.556952,0.0,0,0,11,216283,0,0,0
2015-01-01,W1F0X6KZ,0,13.494176,0.0,0,0,9,196804,0,0,0
2015-01-01,W1F0X6HZ,0,30.7204,0.0,0,0,10,190662,0,0,0
2015-01-01,W1F0X6CF,0,184.14504,0.0,0,0,6,241908,0,0,0
2015-01-01,W1F0X6VJ,0,141.94168,0.0,0,0,7,216944,0,0,0
2015-01-01,W1F0X60T,0,174.533488,0.0,0,0,9,218765,0,0,0
2015-01-01,W1F0YJ6K,0,216.100528,0.0,0,0,7,30,0,0,0
2015-01-01,W1F0YKEW,0,65.557072,0.0,0,0,23,45,0,0,0
2015-01-01,W1F0Z569,0,22.96448,0.0,0,0,8,242824,0,0,0
2015-01-01,W1F0Z4X2,0,46.248,0.0,0,0,8,295080,0,0,248
2015-01-01,W1F0Z4X0,0,157.461376,0.0,0,1,7,375195,6,6,0
2015-01-01,W1F0Z4W7,0,144.87852,0.0,21,0,10,388409,0,0,4
2015-01-01,W1F0Z4SP,0,37.928256,0.0,0,0,8,192925,0,0,3
2015-01-01,W1F0Z4EA,0,158.08288,0.0,0,0,6,246340,0,0,0
2015-01-01,W1F0YKBQ,0,24.431928,0.0,0,0,8,24,0,0,0
2015-01-01,W1F0Z4CF,0,39.991296,0.0,0,0,9,386234,0,0,2
2015-01-01,W1F0Z491,0,57.689816,0.0,0,0,7,383675,0,0,0
2015-01-01,W1F0Z3KR,0,154.806368,0.0,0,1,7,119375,0,0,0
2015-01-01,W1F0Z3G1,0,88.734648,0.0,0,0,14,236610,0,0,0
2015-01-01,W1F0Z3FW,0,168.577464,0.0,0,0,8,209341,0,0,0
2015-01-01,W1F0Z2JE,0,173.952208,0.0,0,0,12,262571,0,0,0
2015-01-01,W1F0Z1W9,0,222.379808,0.0,0,0,12,215998,0,0,0
2015-01-01,W1F0Z4AY,0,239.303792,0.0,0,0,7,187008,0,0,1
2015-01-01,W1F0Z56F,0,145.952576,0.0,0,0,10,387940,0,0,0
2015-01-01,W1F0X5VA,0,25.795496,0.0,0,0,16,218284,0,0,0
2015-01-01,W1F0X5N2,0,73.82008,0.0,0,0,5,190964,0,0,0
2015-01-01,W1F0X47B,0,135.597248,0.0,0,0,9,197460,0,0,0
2015-01-01,W1F0X44B,0,155.60432,0.0,0,0,8,202212,0,0,0
2015-01-01,W1F0X3ZX,0,100.067568,0.0,0,0,6,220329,0,0,1
2015-01-01,W1F0X3PR,0,226.827456,0.0,0,0,6,221304,0,0,0
2015-01-01,W1F0X3PH,0,208.52888,0.0,0,0,7,190223,0,0,1
2015-01-01,W1F0X3MJ,0,181.78596,0.0,0,0,11,213691,0,0,0
2015-01-01,W1F0X47W,0,190.203784,0.0,0,0,12,220186,0,0,0
2015-01-01,W1F0X3H8,0,197.76692,0.0,0,0,6,244734,0,0,0
2015-01-01,W1F0WW7E,0,78.556416,0.0,0,0,13,190342,0,0,0
2015-01-01,W1F0WRX5,0,196.837352,0.0,0,0,10,219605,0,0,7
2015-01-01,W1F0WN8P,0,218.331848,0.0,0,0,7,191519,0,0,0
2015-01-01,W1F0WMPM,0,176.23048,0.0,0,0,6,194794,0,0,0
2015-01-01,W1F0WLZP,0,196.112264,0.0,0,0,12,243920,0,0,0
2015-01-01,W1F0WKMJ,0,142.032928,0.0,34,0,6,240309,0,0,8
2015-01-01,W1F0WZ0P,0,226.982064,0.0,0,0,11,197300,0,0,0
2015-01-01,W1F0X5TL,0,0.0,0.0,0,0,12,214817,0,0,0
2015-01-01,W1F0X4AK,0,19.847352,0.00044,0,0,6,200028,0,0,1
2015-01-01,W1F0X4F6,0,63.732264,0.0,0,0,12,222969,0,0,0
2015-01-01,W1F0X5L8,0,227.213792,0.0,0,0,11,221429,0,0,0
2015-01-01,W1F0X5L3,0,186.610208,0.0,0,0,6,385764,0,0,0
2015-01-01,W1F0X5KX,0,205.623488,0.0,0,0,8,166278,0,0,0
2015-01-01,W1F0X5KT,0,108.596032,0.0,0,0,11,190842,0,0,1
2015-01-01,W1F0X5KA,0,214.266384,0.0,0,0,13,217561,0,0,0
2015-01-01,W1F0X5JV,0,217.28016,0.0,0,0,7,186975,0,0,1
2015-01-01,W1F0X4CX,0,161.9464,0.004072,0,0,13,188573,0,0,0
2015-01-01,W1F0X5JF,0,56.991888,0.0,0,0,6,199318,0,0,1
2015-01-01,W1F0X5HV,0,13.780944,0.0,0,0,15,217565,0,0,0
2015-01-01,W1F0X5GW,0,129.16432,0.0,1,0,8,243940,0,0,7
2015-01-01,W1F0X4ZX,0,191.763984,0.0,0,0,13,296288,0,0,0
2015-01-01,W1F0X4VZ,0,24.214144,0.0,0,0,13,244150,0,0,0
2015-01-01,W1F0X4TS,0,122.177208,0.00424,0,16,11,135966,0,0,0
2015-01-01,W1F0X4FC,0,37.792288,0.0,0,0,7,219303,0,0,0
2015-01-01,W1F0X5J5,0,126.44704,0.0,0,0,5,191336,0,0,0
2015-01-01,W1F0Z588,0,97.067752,0.0,0,0,6,236785,0,0,0
2015-01-01,W1F0Z5T8,0,228.491272,0.0,0,0,9,235927,0,0,0
2015-01-01,W1F0Z62G,0,56.559256,0.0,0,0,9,193237,0,0,0
2015-01-01,W1F1AQ6G,0,208.63784,0.0,0,0,5,12,0,0,0
2015-01-01,W1F1AN6A,0,96.347832,0.0,0,0,11,39,0,0,0
2015-01-01,W1F1A4H9,0,18.9592,0.000376,0,0,5,18,0,0,0
2015-01-01,W1F19LPJ,0,14.368184,0.0,0,0,12,229081,0,0,0
2015-01-01,W1F19J5Q,0,156.726952,0.0,0,0,8,228901,0,0,0
2015-01-01,W1F19BPT,0,50.941304,1.6e-05,0,0,23,45,0,0,0
2015-01-01,W1F1ARYY,0,110.766392,0.0,0,0,8,262785,0,0,0
2015-01-01,W1F18YT8,0,98.997784,0.0,0,0,12,226503,0,0,0
2015-01-01,W1F181WP,0,178.148616,0.002,0,0,24,46,0,0,0
2015-01-01,W1F17RLV,0,19.301992,0.0,0,0,9,200359,0,0,0
2015-01-01,W1F17GR6,0,169.807832,0.044008,0,0,12,130739,0,0,0
2015-01-01,W1F17E35,0,111.67736,0.0,0,0,10,200658,0,0,4
2015-01-01,W1F17DKS,0,15.352928,0.0,0,0,11,197121,0,0,0
